,street,neighborhood,streetLatitude,streetLongitude,venue,venueLatitude,venueLongitude,venueCategory
2152,2953 46th Ave S,"Cooper, Minneapolis",44.94874,-93.207348,American Rug Laundry,44.94863,-93.21182,Moving Target
2153,2953 46th Ave S,"Cooper, Minneapolis",44.94874,-93.207348,"Northwest Graphic Supply, Co.",44.948637,-93.212367,Print Shop
2154,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,Hymie's Vintage Records,44.94849915732644,-93.2167983664261,Record Shop
2155,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,Dogwood Coffee,44.948250452091045,-93.21437503631591,Coffee Shop
2156,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,Hi-Lo Diner,44.94853922372028,-93.21419387864553,Diner
2157,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,Forage Modern Workshop,44.94815780781868,-93.21434483677855,Furniture / Home Store
2158,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,Peppers & Fries,44.94835421967833,-93.2164730274596,Burger Joint
2159,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,El Norteño,44.94858375376951,-93.21499802886375,Mexican Restaurant
2160,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,Longfellow Market,44.94812603672629,-93.21711056432034,Grocery Store
2161,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,Turtle Bread Company - Longfellow,44.94151677037432,-93.2125801828645,Bakery
2162,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,Dragon City Cafe,44.948139000000005,-93.211207,Asian Restaurant
2163,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,East Lake Liquor,44.948605543784204,-93.21571329844323,Liquor Store
2164,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,Forage Modern Workshop,44.94807815551758,-93.21429443359375,Theater
2165,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,Milkweed Cafe,44.948551,-93.216369,Café
2166,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,R & T Cement,44.94231,-93.21949,Construction & Landscaping
2167,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,Cooper Park,44.94452692774834,-93.21011441995485,Playground
2168,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,Riverstone Salon Spa,44.94160135178392,-93.21250149507449,Salon / Barbershop
2169,3200 40th Ave S,"Cooper, Minneapolis",44.944931,-93.215645,"Northwest Graphic Supply, Co.",44.948637,-93.212367,Print Shop
2170,3248 48th Ave S,"Cooper, Minneapolis",44.943627,-93.205487,West River Parkway,44.94250403441706,-93.20342638418103,Trail
2171,3248 48th Ave S,"Cooper, Minneapolis",44.943627,-93.205487,TC Marathon - Mile 17,44.94392134190809,-93.20388443772175,Athletics & Sports
2172,3248 48th Ave S,"Cooper, Minneapolis",44.943627,-93.205487,Seven Oaks Park,44.940913192245624,-93.20590865238842,Park
2173,3248 48th Ave S,"Cooper, Minneapolis",44.943627,-93.205487,Cooper Park,44.94452692774834,-93.21011441995485,Playground
2174,3248 48th Ave S,"Cooper, Minneapolis",44.943627,-93.205487,Medtronic Twin Cities marathon,44.94135117767128,-93.20110611743246,Athletics & Sports
2175,3223 41st Ave S,"Cooper, Minneapolis",44.944276,-93.213646,Hi-Lo Diner,44.94853922372028,-93.21419387864553,Diner
2176,3223 41st Ave S,"Cooper, Minneapolis",44.944276,-93.213646,Dogwood Coffee,44.948250452091045,-93.21437503631591,Coffee Shop
2177,3223 41st Ave S,"Cooper, Minneapolis",44.944276,-93.213646,Forage Modern Workshop,44.94815780781868,-93.21434483677855,Furniture / Home Store
2178,3223 41st Ave S,"Cooper, Minneapolis",44.944276,-93.213646,Turtle Bread Company - Longfellow,44.94151677037432,-93.2125801828645,Bakery
2179,3223 41st Ave S,"Cooper, Minneapolis",44.944276,-93.213646,El Norteño,44.94858375376951,-93.21499802886375,Mexican Restaurant
2180,3223 41st Ave S,"Cooper, Minneapolis",44.944276,-93.213646,Dragon City Cafe,44.948139000000005,-93.211207,Asian Restaurant
2181,3223 41st Ave S,"Cooper, Minneapolis",44.944276,-93.213646,Cooper Park,44.94452692774834,-93.21011441995485,Playground
2182,3223 41st Ave S,"Cooper, Minneapolis",44.944276,-93.213646,Riverstone Salon Spa,44.94160135178392,-93.21250149507449,Salon / Barbershop
2183,3223 41st Ave S,"Cooper, Minneapolis",44.944276,-93.213646,Forage Modern Workshop,44.94807815551758,-93.21429443359375,Theater
2184,3223 41st Ave S,"Cooper, Minneapolis",44.944276,-93.213646,"Northwest Graphic Supply, Co.",44.948637,-93.212367,Print Shop
2185,3233 42nd Ave S,"Cooper, Minneapolis",44.94384,-93.212347,The Blue Door Pub Longfellow,44.93972213972963,-93.21301527492535,Burger Joint
2186,3233 42nd Ave S,"Cooper, Minneapolis",44.94384,-93.212347,Turtle Bread Company - Longfellow,44.94151677037432,-93.2125801828645,Bakery
2187,3233 42nd Ave S,"Cooper, Minneapolis",44.94384,-93.212347,Dragon City Cafe,44.948139000000005,-93.211207,Asian Restaurant
2188,3233 42nd Ave S,"Cooper, Minneapolis",44.94384,-93.212347,Cooper Park,44.94452692774834,-93.21011441995485,Playground
2189,3233 42nd Ave S,"Cooper, Minneapolis",44.94384,-93.212347,Riverstone Salon Spa,44.94160135178392,-93.21250149507449,Salon / Barbershop
2190,3233 42nd Ave S,"Cooper, Minneapolis",44.94384,-93.212347,Forage Modern Workshop,44.94807815551758,-93.21429443359375,Theater
2191,2312 E 35th St,"Corcoran, Minneapolis",44.93976,-93.238163,Chatterbox Pub,44.93953523730909,-93.23913756542073,American Restaurant
2192,2312 E 35th St,"Corcoran, Minneapolis",44.93976,-93.238163,Fjällräven,44.940086015002244,-93.24217104116742,Outdoor Supply Store
2193,2312 E 35th St,"Corcoran, Minneapolis",44.93976,-93.238163,Avis Car Rental,44.941671,-93.23303299999999,Rental Car Location
2194,2312 E 35th St,"Corcoran, Minneapolis",44.93976,-93.238163,Budget Car Rental,44.941671,-93.23303299999999,Rental Car Location
2195,2312 E 35th St,"Corcoran, Minneapolis",44.93976,-93.238163,Blue Tree Music Education,44.93934892031333,-93.23891430092509,Music Store
2196,2312 E 35th St,"Corcoran, Minneapolis",44.93976,-93.238163,Metro Transit LRT Blue Line,44.94282366160031,-93.23519890527717,Train
2197,2312 E 35th St,"Corcoran, Minneapolis",44.93976,-93.238163,Budget Truck Rental,44.942007,-93.233223,Rental Car Location
2198,3534 26th Ave S,"Corcoran, Minneapolis",44.938418,-93.235008,Chatterbox Pub,44.93953523730909,-93.23913756542073,American Restaurant
2199,3534 26th Ave S,"Corcoran, Minneapolis",44.938418,-93.235008,Avis Car Rental,44.941671,-93.23303299999999,Rental Car Location
2200,3534 26th Ave S,"Corcoran, Minneapolis",44.938418,-93.235008,Budget Car Rental,44.941671,-93.23303299999999,Rental Car Location
2201,3534 26th Ave S,"Corcoran, Minneapolis",44.938418,-93.235008,Asa’s Bakery,44.939232,-93.238756,Bakery
2202,3534 26th Ave S,"Corcoran, Minneapolis",44.938418,-93.235008,Blue Tree Music Education,44.93934892031333,-93.23891430092509,Music Store
2203,3534 26th Ave S,"Corcoran, Minneapolis",44.938418,-93.235008,The Future,44.939438,-93.239299,Hobby Shop
2204,3534 26th Ave S,"Corcoran, Minneapolis",44.938418,-93.235008,Budget Truck Rental,44.942007,-93.233223,Rental Car Location
2205,3534 26th Ave S,"Corcoran, Minneapolis",44.938418,-93.235008,Splash Laundry,44.934228,-93.233639,Laundromat
2206,3534 26th Ave S,"Corcoran, Minneapolis",44.938418,-93.235008,Metro Transit LRT Blue Line,44.94282366160031,-93.23519890527717,Train
2207,3429 Cedar Ave S,"Corcoran, Minneapolis",44.940295,-93.24698599999999,Matt's Bar,44.93953341164432,-93.24737559195688,Burger Joint
2208,3429 Cedar Ave S,"Corcoran, Minneapolis",44.940295,-93.24698599999999,Renewal Laser Clinic,44.939116999999996,-93.24771,Medical Center
2209,3429 Cedar Ave S,"Corcoran, Minneapolis",44.940295,-93.24698599999999,The Sea Wolf Tattoo Company,44.93960529978961,-93.24680691143568,Tattoo Parlor
2210,3429 Cedar Ave S,"Corcoran, Minneapolis",44.940295,-93.24698599999999,Pink Flamingos,44.941061,-93.247626,Antique Shop
2211,3429 Cedar Ave S,"Corcoran, Minneapolis",44.940295,-93.24698599999999,La Ceiba Bistro,44.93950280328314,-93.25260471857001,Caribbean Restaurant
2212,3429 Cedar Ave S,"Corcoran, Minneapolis",44.940295,-93.24698599999999,May Day Cafe,44.93984375817673,-93.25260654908048,Bakery
2213,3429 Cedar Ave S,"Corcoran, Minneapolis",44.940295,-93.24698599999999,Fjällräven,44.940086015002244,-93.24217104116742,Outdoor Supply Store
2214,3429 Cedar Ave S,"Corcoran, Minneapolis",44.940295,-93.24698599999999,Redbox,44.938011169433594,-93.24775695800781,Video Store
2215,3429 Cedar Ave S,"Corcoran, Minneapolis",44.940295,-93.24698599999999,SUBWAY,44.938063071576295,-93.24706200567164,Sandwich Place
2216,3429 Cedar Ave S,"Corcoran, Minneapolis",44.940295,-93.24698599999999,Rethink Tailoring,44.939876556396484,-93.25204467773438,Tailor Shop
2217,3429 Cedar Ave S,"Corcoran, Minneapolis",44.940295,-93.24698599999999,Sam's Market,44.93978,-93.25218100000001,Mexican Restaurant
2218,3429 Cedar Ave S,"Corcoran, Minneapolis",44.940295,-93.24698599999999,K-9 And Kitty Kutters,44.939582894868735,-93.25230517959994,Pet Store
2219,3429 Cedar Ave S,"Corcoran, Minneapolis",44.940295,-93.24698599999999,The Movies on 35th Street,44.93980154430789,-93.25248363058604,Video Store
2220,3429 Cedar Ave S,"Corcoran, Minneapolis",44.940295,-93.24698599999999,Kwik Mart,44.93626530704556,-93.24772393522744,Liquor Store
2221,3429 Cedar Ave S,"Corcoran, Minneapolis",44.940295,-93.24698599999999,Glad Creations Quilt Block,44.94122,-93.25268100000001,Arts & Crafts Store
2222,3305 20th Ave S,"Corcoran, Minneapolis",44.9427,-93.243222,Matt's Bar,44.93953341164432,-93.24737559195688,Burger Joint
2223,3305 20th Ave S,"Corcoran, Minneapolis",44.9427,-93.243222,Pink Flamingos,44.941061,-93.247626,Antique Shop
2224,3305 20th Ave S,"Corcoran, Minneapolis",44.9427,-93.243222,The Sea Wolf Tattoo Company,44.93960529978961,-93.24680691143568,Tattoo Parlor
2225,3305 20th Ave S,"Corcoran, Minneapolis",44.9427,-93.243222,Fjällräven,44.940086015002244,-93.24217104116742,Outdoor Supply Store
2226,3305 20th Ave S,"Corcoran, Minneapolis",44.9427,-93.243222,Chatterbox Pub,44.93953523730909,-93.23913756542073,American Restaurant
2227,3210 Longfellow Ave,"Corcoran, Minneapolis",44.9443,-93.246477,Pink Flamingos,44.941061,-93.247626,Antique Shop
2228,3210 Longfellow Ave,"Corcoran, Minneapolis",44.9443,-93.246477,La Alborada Market,44.94821610827419,-93.2452509773519,Mexican Restaurant
2229,3210 Longfellow Ave,"Corcoran, Minneapolis",44.9443,-93.246477,Corcoran Park,44.941950935394345,-93.2442772370364,Park
2230,3210 Longfellow Ave,"Corcoran, Minneapolis",44.9443,-93.246477,Modern Window Shade,44.941188000000004,-93.247659,Furniture / Home Store
2231,3210 Longfellow Ave,"Corcoran, Minneapolis",44.9443,-93.246477,Bright Moon Coffee Shop & Restaurant,44.948055267333984,-93.24702453613281,Café
2232,3210 Longfellow Ave,"Corcoran, Minneapolis",44.9443,-93.246477,Minneapolis Sports Center,44.94717437906919,-93.24168991825567,Gym / Fitness Center
2233,3523 25th Ave S,"Corcoran, Minneapolis",44.938745000000004,-93.235559,Chatterbox Pub,44.93953523730909,-93.23913756542073,American Restaurant
2234,3523 25th Ave S,"Corcoran, Minneapolis",44.938745000000004,-93.235559,Avis Car Rental,44.941671,-93.23303299999999,Rental Car Location
2235,3523 25th Ave S,"Corcoran, Minneapolis",44.938745000000004,-93.235559,Budget Car Rental,44.941671,-93.23303299999999,Rental Car Location
2236,3523 25th Ave S,"Corcoran, Minneapolis",44.938745000000004,-93.235559,Asa’s Bakery,44.939232,-93.238756,Bakery
2237,3523 25th Ave S,"Corcoran, Minneapolis",44.938745000000004,-93.235559,Blue Tree Music Education,44.93934892031333,-93.23891430092509,Music Store
2238,3523 25th Ave S,"Corcoran, Minneapolis",44.938745000000004,-93.235559,The Future,44.939438,-93.239299,Hobby Shop
2239,3523 25th Ave S,"Corcoran, Minneapolis",44.938745000000004,-93.235559,Budget Truck Rental,44.942007,-93.233223,Rental Car Location
2240,3523 25th Ave S,"Corcoran, Minneapolis",44.938745000000004,-93.235559,Metro Transit LRT Blue Line,44.94282366160031,-93.23519890527717,Train
2241,3532 27th Ave S,"Corcoran, Minneapolis",44.938521,-93.23374,Northbound Smokehouse and Brewpub,44.93420865808697,-93.23228788963355,Brewery
2242,3532 27th Ave S,"Corcoran, Minneapolis",44.938521,-93.23374,Chatterbox Pub,44.93953523730909,-93.23913756542073,American Restaurant
2243,3532 27th Ave S,"Corcoran, Minneapolis",44.938521,-93.23374,Avis Car Rental,44.941671,-93.23303299999999,Rental Car Location
2244,3532 27th Ave S,"Corcoran, Minneapolis",44.938521,-93.23374,Budget Car Rental,44.941671,-93.23303299999999,Rental Car Location
2245,3532 27th Ave S,"Corcoran, Minneapolis",44.938521,-93.23374,Budget Truck Rental,44.942007,-93.233223,Rental Car Location
2246,3532 27th Ave S,"Corcoran, Minneapolis",44.938521,-93.23374,Asa’s Bakery,44.939232,-93.238756,Bakery
2247,3532 27th Ave S,"Corcoran, Minneapolis",44.938521,-93.23374,Blue Tree Music Education,44.93934892031333,-93.23891430092509,Music Store
2248,3532 27th Ave S,"Corcoran, Minneapolis",44.938521,-93.23374,The Future,44.939438,-93.239299,Hobby Shop
2249,3532 27th Ave S,"Corcoran, Minneapolis",44.938521,-93.23374,Strange,44.939885,-93.228277,Thrift / Vintage Store
2250,3532 27th Ave S,"Corcoran, Minneapolis",44.938521,-93.23374,Splash Laundry,44.934228,-93.233639,Laundromat
2251,3532 27th Ave S,"Corcoran, Minneapolis",44.938521,-93.23374,Metro Transit LRT Blue Line,44.94282366160031,-93.23519890527717,Train
2252,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,Du Nord Craft Spirits,44.94489515869357,-93.2343529608667,Distillery
2253,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,Midtown Farmer's Market,44.947412347919084,-93.23915673700958,Farmers Market
2254,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,Moon Palace Books,44.94726919797635,-93.23387102843678,Bookstore
2255,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,The Hook and Ladder Theater & Lounge,44.94795844101267,-93.23441665994542,Concert Hall
2256,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,YWCA - Midtown,44.948092566505,-93.24154636261993,Gym
2257,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,Avis Car Rental,44.941671,-93.23303299999999,Rental Car Location
2258,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,Budget Car Rental,44.941671,-93.23303299999999,Rental Car Location
2259,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,Minnehaha Lake Wine & Spirits,44.948037694902105,-93.23375603414604,Wine Bar
2260,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,Metro Transit LRT Blue Line,44.94282366160031,-93.23519890527717,Train
2261,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,Arby's,44.948124,-93.23636,Fast Food Restaurant
2262,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,Minneapolis Sports Center,44.94717437906919,-93.24168991825567,Gym / Fitness Center
2263,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,Geek Love Cafe,44.947476,-93.23392,Café
2264,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,Lake St and Hiawatha Ave,44.94836137606894,-93.23949546875242,Intersection
2265,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,Cassandra School of Dance,44.947882,-93.234501,Dance Studio
2266,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,Budget Truck Rental,44.942007,-93.233223,Rental Car Location
2267,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,Lake Street/Midtown LRT Station,44.94862368322037,-93.23907355707395,Light Rail Station
2268,2323 E 32nd St,"Corcoran, Minneapolis",44.944596999999995,-93.237751,Hi-Lake Market,44.94881820678711,-93.23954772949219,Shopping Mall
2269,3147 Longfellow Ave,"Corcoran, Minneapolis",44.944922999999996,-93.245776,Pink Flamingos,44.941061,-93.247626,Antique Shop
2270,3147 Longfellow Ave,"Corcoran, Minneapolis",44.944922999999996,-93.245776,YWCA - Midtown,44.948092566505,-93.24154636261993,Gym
2271,3147 Longfellow Ave,"Corcoran, Minneapolis",44.944922999999996,-93.245776,La Alborada Market,44.94821610827419,-93.2452509773519,Mexican Restaurant
2272,3147 Longfellow Ave,"Corcoran, Minneapolis",44.944922999999996,-93.245776,Corcoran Park,44.941950935394345,-93.2442772370364,Park
2273,3147 Longfellow Ave,"Corcoran, Minneapolis",44.944922999999996,-93.245776,Bright Moon Coffee Shop & Restaurant,44.948055267333984,-93.24702453613281,Café
2274,3147 Longfellow Ave,"Corcoran, Minneapolis",44.944922999999996,-93.245776,Minneapolis Sports Center,44.94717437906919,-93.24168991825567,Gym / Fitness Center
2275,3147 Longfellow Ave,"Corcoran, Minneapolis",44.944922999999996,-93.245776,Modern Window Shade,44.941188000000004,-93.247659,Furniture / Home Store
2276,5820 Portland Ave,"Diamond Lake, Minneapolis",44.897169,-93.268412,Dairy Queen,44.89380201036981,-93.26813623309135,Ice Cream Shop
2277,5820 Portland Ave,"Diamond Lake, Minneapolis",44.897169,-93.268412,Speedway,44.8941004,-93.26818569999999,Gas Station
2278,5820 Portland Ave,"Diamond Lake, Minneapolis",44.897169,-93.268412,Know Name Records,44.8939306,-93.26725239999999,Record Shop
2279,5820 Portland Ave,"Diamond Lake, Minneapolis",44.897169,-93.268412,Binh Minh Restaurant,44.894625,-93.268497,Food
2280,6057 2nd Ave S,"Diamond Lake, Minneapolis",44.892609,-93.274004,Q-Fanatic,44.89411205404368,-93.27794781503586,BBQ Joint
2281,6057 2nd Ave S,"Diamond Lake, Minneapolis",44.892609,-93.274004,Patty Wagon,44.892652529917854,-93.27863425644487,Burger Joint
2282,6057 2nd Ave S,"Diamond Lake, Minneapolis",44.892609,-93.274004,Goodwill,44.893730978967525,-93.2778310241113,Thrift / Vintage Store
2283,6057 2nd Ave S,"Diamond Lake, Minneapolis",44.892609,-93.274004,Cintia's of Mexico,44.89268393167765,-93.27816115913254,Mexican Restaurant
2284,6057 2nd Ave S,"Diamond Lake, Minneapolis",44.892609,-93.274004,Dairy Queen,44.89380201036981,-93.26813623309135,Ice Cream Shop
2285,6057 2nd Ave S,"Diamond Lake, Minneapolis",44.892609,-93.274004,Tailgate,44.8926236,-93.27864249999999,Bar
2286,6057 2nd Ave S,"Diamond Lake, Minneapolis",44.892609,-93.274004,Redbox,44.895235,-93.277271,Video Store
2287,6057 2nd Ave S,"Diamond Lake, Minneapolis",44.892609,-93.274004,Speedway,44.8941004,-93.26818569999999,Gas Station
2288,6057 2nd Ave S,"Diamond Lake, Minneapolis",44.892609,-93.274004,MN 62 and I-35W,44.89087403414794,-93.2747609558932,Intersection
2289,6057 2nd Ave S,"Diamond Lake, Minneapolis",44.892609,-93.274004,Cub Foods,44.8951649,-93.277217,Supermarket
2290,6057 2nd Ave S,"Diamond Lake, Minneapolis",44.892609,-93.274004,Cattle Ranch Steak House,44.89284096,-93.27835272,American Restaurant
2291,6057 2nd Ave S,"Diamond Lake, Minneapolis",44.892609,-93.274004,La Perla del Pacifico,44.89389181137085,-93.278022,Mexican Restaurant
2292,6057 2nd Ave S,"Diamond Lake, Minneapolis",44.892609,-93.274004,Klier's Nursery,44.8962263,-93.27747749999999,Garden Center
2293,5536 14th Ave S,"Diamond Lake, Minneapolis",44.902048,-93.255504,Edgewater Park,44.903438626594074,-93.255504840501,Park
2294,5536 14th Ave S,"Diamond Lake, Minneapolis",44.902048,-93.255504,Triangle Park,44.90509298340713,-93.25351316765352,Playground
2295,5536 14th Ave S,"Diamond Lake, Minneapolis",44.902048,-93.255504,Sam's Club Bloomington,44.90113534572681,-93.26153771572126,Department Store
2296,5536 14th Ave S,"Diamond Lake, Minneapolis",44.902048,-93.255504,Edward C. Solomon Park,44.899119314211475,-93.25083354436683,Dog Run
2297,6028 14th Ave S,"Diamond Lake, Minneapolis",44.893224,-93.25573100000001,Pumpkin patch,44.89250722161265,-93.25461315021818,Garden
2298,6028 14th Ave S,"Diamond Lake, Minneapolis",44.893224,-93.25573100000001,Christie's Floor Sanding,44.892197,-93.260071,Home Service
2299,6028 14th Ave S,"Diamond Lake, Minneapolis",44.893224,-93.25573100000001,2 Chair Patio,44.89632582454628,-93.25946232301673,Outdoors & Recreation
2300,6028 14th Ave S,"Diamond Lake, Minneapolis",44.893224,-93.25573100000001,MN 62 and 77,44.8904883494602,-93.26062420626658,Intersection
2301,5601 12th Ave S,"Diamond Lake, Minneapolis",44.901446,-93.257319,Guavas Cuban Cafe,44.90113,-93.262297,Breakfast Spot
2302,5601 12th Ave S,"Diamond Lake, Minneapolis",44.901446,-93.257319,Kowalski's Market,44.90085820278267,-93.26251894911184,Grocery Store
2303,5601 12th Ave S,"Diamond Lake, Minneapolis",44.901446,-93.257319,The Fabled Rooster Food Truck,44.9006639818393,-93.26272137430976,Food Truck
2304,5601 12th Ave S,"Diamond Lake, Minneapolis",44.901446,-93.257319,"Southside Chiropractic - Lee Ann Herfort, DC",44.902018,-93.263101,Acupuncturist
2305,1627 Nokomis Ct,"Diamond Lake, Minneapolis",44.89864,-93.24985799999999,Fat Lorenzo's,44.900682,-93.247846,Italian Restaurant
2306,1627 Nokomis Ct,"Diamond Lake, Minneapolis",44.89864,-93.24985799999999,5-8 Club,44.89778348008767,-93.2479712401716,Burger Joint
2307,1627 Nokomis Ct,"Diamond Lake, Minneapolis",44.89864,-93.24985799999999,Edward C. Solomon Park,44.899119314211475,-93.25083354436683,Dog Run
2308,1627 Nokomis Ct,"Diamond Lake, Minneapolis",44.89864,-93.24985799999999,Phase Two Remodeling Inc,44.9001917599015,-93.2542598247528,Home Service
2309,5960 Clinton Ave,"Diamond Lake, Minneapolis",44.894388,-93.272586,Q-Fanatic,44.89411205404368,-93.27794781503586,BBQ Joint
2310,5960 Clinton Ave,"Diamond Lake, Minneapolis",44.894388,-93.272586,Goodwill,44.893730978967525,-93.2778310241113,Thrift / Vintage Store
2311,5960 Clinton Ave,"Diamond Lake, Minneapolis",44.894388,-93.272586,Dairy Queen,44.89380201036981,-93.26813623309135,Ice Cream Shop
2312,5960 Clinton Ave,"Diamond Lake, Minneapolis",44.894388,-93.272586,Cintia's of Mexico,44.89268393167765,-93.27816115913254,Mexican Restaurant
2313,5960 Clinton Ave,"Diamond Lake, Minneapolis",44.894388,-93.272586,Speedway,44.8941004,-93.26818569999999,Gas Station
2314,5960 Clinton Ave,"Diamond Lake, Minneapolis",44.894388,-93.272586,Redbox,44.895235,-93.277271,Video Store
2315,5960 Clinton Ave,"Diamond Lake, Minneapolis",44.894388,-93.272586,Know Name Records,44.8939306,-93.26725239999999,Record Shop
2316,5960 Clinton Ave,"Diamond Lake, Minneapolis",44.894388,-93.272586,Cub Foods,44.8951649,-93.277217,Supermarket
2317,5960 Clinton Ave,"Diamond Lake, Minneapolis",44.894388,-93.272586,W Hotel,44.897567900681,-93.27479043218638,Hotel
2318,5960 Clinton Ave,"Diamond Lake, Minneapolis",44.894388,-93.272586,MN 62 and I-35W,44.89087403414794,-93.2747609558932,Intersection
2319,5960 Clinton Ave,"Diamond Lake, Minneapolis",44.894388,-93.272586,La Perla del Pacifico,44.89389181137085,-93.278022,Mexican Restaurant
2320,5960 Clinton Ave,"Diamond Lake, Minneapolis",44.894388,-93.272586,Klier's Nursery,44.8962263,-93.27747749999999,Garden Center
2321,5960 Clinton Ave,"Diamond Lake, Minneapolis",44.894388,-93.272586,Cattle Ranch Steak House,44.89284096,-93.27835272,American Restaurant
2322,6012 11th Ave S,"Diamond Lake, Minneapolis",44.893802,-93.259496,2 Chair Patio,44.89632582454628,-93.25946232301673,Outdoors & Recreation
2323,6012 11th Ave S,"Diamond Lake, Minneapolis",44.893802,-93.259496,MN 62 and 77,44.8904883494602,-93.26062420626658,Intersection
2324,6012 11th Ave S,"Diamond Lake, Minneapolis",44.893802,-93.259496,Pumpkin patch,44.89250722161265,-93.25461315021818,Garden
2325,6024 Columbus Ave,"Diamond Lake, Minneapolis",44.893248,-93.264448,Dairy Queen,44.89380201036981,-93.26813623309135,Ice Cream Shop
2326,6024 Columbus Ave,"Diamond Lake, Minneapolis",44.893248,-93.264448,Speedway,44.8941004,-93.26818569999999,Gas Station
2327,6024 Columbus Ave,"Diamond Lake, Minneapolis",44.893248,-93.264448,Know Name Records,44.8939306,-93.26725239999999,Record Shop
2328,6024 Columbus Ave,"Diamond Lake, Minneapolis",44.893248,-93.264448,Binh Minh Restaurant,44.894625,-93.268497,Food
2329,6024 Columbus Ave,"Diamond Lake, Minneapolis",44.893248,-93.264448,MN 62 and 77,44.8904883494602,-93.26062420626658,Intersection
2330,5712 10th Ave S,"Diamond Lake, Minneapolis",44.899190999999995,-93.26061,Guavas Cuban Cafe,44.90113,-93.262297,Breakfast Spot
2331,5712 10th Ave S,"Diamond Lake, Minneapolis",44.899190999999995,-93.26061,Kowalski's Market,44.90085820278267,-93.26251894911184,Grocery Store
2332,5712 10th Ave S,"Diamond Lake, Minneapolis",44.899190999999995,-93.26061,O'Rourke Strategic Consulting,44.89709,-93.26067,Business Service
2333,5712 10th Ave S,"Diamond Lake, Minneapolis",44.899190999999995,-93.26061,The Fabled Rooster Food Truck,44.9006639818393,-93.26272137430976,Food Truck
2334,5712 10th Ave S,"Diamond Lake, Minneapolis",44.899190999999995,-93.26061,"Southside Chiropractic - Lee Ann Herfort, DC",44.902018,-93.263101,Acupuncturist
2335,1521 E 57th St,"Diamond Lake, Minneapolis",44.899595,-93.252997,Fat Lorenzo's,44.900682,-93.247846,Italian Restaurant
2336,1521 E 57th St,"Diamond Lake, Minneapolis",44.899595,-93.252997,5-8 Club,44.89778348008767,-93.2479712401716,Burger Joint
2337,1521 E 57th St,"Diamond Lake, Minneapolis",44.899595,-93.252997,Edward C. Solomon Park,44.899119314211475,-93.25083354436683,Dog Run
2338,1521 E 57th St,"Diamond Lake, Minneapolis",44.899595,-93.252997,Edgewater Park,44.903438626594074,-93.255504840501,Park
2339,5632 13th Ave S,"Diamond Lake, Minneapolis",44.900345,-93.256812,Guavas Cuban Cafe,44.90113,-93.262297,Breakfast Spot
2340,5632 13th Ave S,"Diamond Lake, Minneapolis",44.900345,-93.256812,Kowalski's Market,44.90085820278267,-93.26251894911184,Grocery Store
2341,5632 13th Ave S,"Diamond Lake, Minneapolis",44.900345,-93.256812,The Fabled Rooster Food Truck,44.9006639818393,-93.26272137430976,Food Truck
2342,5632 13th Ave S,"Diamond Lake, Minneapolis",44.900345,-93.256812,O'Rourke Strategic Consulting,44.89709,-93.26067,Business Service
2343,5632 13th Ave S,"Diamond Lake, Minneapolis",44.900345,-93.256812,Edward C. Solomon Park,44.899119314211475,-93.25083354436683,Dog Run
