,street,neighborhood,streetLatitude,streetLongitude,venue,venueLatitude,venueLongitude,venueCategory
0,6031 Thomas Ave S,"Armatage, Minneapolis",44.893322999999995,-93.313384,"Wagner Greenhouses, Inc.",44.892826853827515,-93.30937833541726,Flower Shop
1,6031 Thomas Ave S,"Armatage, Minneapolis",44.893322999999995,-93.313384,Domino's Pizza,44.89477011351147,-93.30820843577385,Pizza Place
2,6031 Thomas Ave S,"Armatage, Minneapolis",44.893322999999995,-93.313384,Super USA,44.8946084277481,-93.30857700405524,Convenience Store
3,6031 Thomas Ave S,"Armatage, Minneapolis",44.893322999999995,-93.313384,"Bus Stop for Metro Transit Bus 6C, E, & K.",44.8938874079642,-93.31876422640467,Bus Station
4,6031 Thomas Ave S,"Armatage, Minneapolis",44.893322999999995,-93.313384,UPS Access Point location,44.894609,-93.308171,Shipping Store
5,5504 Richmond Curv,"Armatage, Minneapolis",44.903069,-93.311553,Red Wagon Pizza Company,44.90461964315404,-93.30875120946088,Pizza Place
6,5504 Richmond Curv,"Armatage, Minneapolis",44.903069,-93.311553,Colita,44.904919960801095,-93.30902113913874,Mexican Restaurant
7,5504 Richmond Curv,"Armatage, Minneapolis",44.903069,-93.311553,Book Club,44.90460361332652,-93.30848162328678,Restaurant
8,5504 Richmond Curv,"Armatage, Minneapolis",44.903069,-93.311553,Armatage Park,44.89945914573085,-93.31088271059494,Park
9,5504 Richmond Curv,"Armatage, Minneapolis",44.903069,-93.311553,Snap Fitness,44.904665808366495,-93.308502530493,Gym
10,5504 Richmond Curv,"Armatage, Minneapolis",44.903069,-93.311553,Kwan's Chinese Cuisine,44.90467766981271,-93.30871259580493,Chinese Restaurant
11,5504 Richmond Curv,"Armatage, Minneapolis",44.903069,-93.311553,Dreadlocks For Dingoes,44.904705766858,-93.30856919288635,Pet Store
12,5504 Richmond Curv,"Armatage, Minneapolis",44.903069,-93.311553,Tusk Builders,44.9056983,-93.31257149999999,Construction & Landscaping
13,5504 Richmond Curv,"Armatage, Minneapolis",44.903069,-93.311553,Armatage Skate Park,44.899742126464844,-93.3105697631836,Skate Park
14,5737 Sheridan Ave S,"Armatage, Minneapolis",44.898643,-93.31211400000001,Armatage Park,44.89945914573085,-93.31088271059494,Park
15,5737 Sheridan Ave S,"Armatage, Minneapolis",44.898643,-93.31211400000001,Armatage Skate Park,44.899742126464844,-93.3105697631836,Skate Park
16,5737 Sheridan Ave S,"Armatage, Minneapolis",44.898643,-93.31211400000001,Minnehaha Creek,44.89772177407137,-93.31142455324711,Trail
17,5737 Sheridan Ave S,"Armatage, Minneapolis",44.898643,-93.31211400000001,Washburn Avenue Totlot,44.89749831071437,-93.31734811540632,Playground
18,5737 Sheridan Ave S,"Armatage, Minneapolis",44.898643,-93.31211400000001,Kbla's Wine Bar,44.89449366407857,-93.31315253381668,Wine Bar
19,5737 Sheridan Ave S,"Armatage, Minneapolis",44.898643,-93.31211400000001,The BBQ Patio,44.89448483887574,-93.31315162087036,Steakhouse
20,5822 Upton Ave S,"Armatage, Minneapolis",44.89721,-93.31537800000001,Armatage Park,44.89945914573085,-93.31088271059494,Park
21,5822 Upton Ave S,"Armatage, Minneapolis",44.89721,-93.31537800000001,Metro Transit Bus Stop #3790,44.89778137207031,-93.31919860839844,Bus Station
22,5822 Upton Ave S,"Armatage, Minneapolis",44.89721,-93.31537800000001,Minnehaha Creek,44.89772177407137,-93.31142455324711,Trail
23,5822 Upton Ave S,"Armatage, Minneapolis",44.89721,-93.31537800000001,"Bus Stop for Metro Transit Bus 6C, E, & K.",44.8938874079642,-93.31876422640467,Bus Station
24,5822 Upton Ave S,"Armatage, Minneapolis",44.89721,-93.31537800000001,Armatage Skate Park,44.899742126464844,-93.3105697631836,Skate Park
25,5520 Morgan Ave S,"Armatage, Minneapolis",44.902484,-93.305194,Red Wagon Pizza Company,44.90461964315404,-93.30875120946088,Pizza Place
26,5520 Morgan Ave S,"Armatage, Minneapolis",44.902484,-93.305194,Colita,44.904919960801095,-93.30902113913874,Mexican Restaurant
27,5520 Morgan Ave S,"Armatage, Minneapolis",44.902484,-93.305194,Book Club,44.90460361332652,-93.30848162328678,Restaurant
28,5520 Morgan Ave S,"Armatage, Minneapolis",44.902484,-93.305194,Snap Fitness,44.904665808366495,-93.308502530493,Gym
29,5520 Morgan Ave S,"Armatage, Minneapolis",44.902484,-93.305194,Kwan's Chinese Cuisine,44.90467766981271,-93.30871259580493,Chinese Restaurant
30,5520 Morgan Ave S,"Armatage, Minneapolis",44.902484,-93.305194,Dreadlocks For Dingoes,44.904705766858,-93.30856919288635,Pet Store
31,5520 Morgan Ave S,"Armatage, Minneapolis",44.902484,-93.305194,All Hours Sewer & Drain,44.90602,-93.30518,Home Service
32,5520 Morgan Ave S,"Armatage, Minneapolis",44.902484,-93.305194,Armatage Soccer Fields,44.899572,-93.309832,Soccer Field
33,2521 W 60th St,"Armatage, Minneapolis",44.894086,-93.312273,Domino's Pizza,44.89477011351147,-93.30820843577385,Pizza Place
34,2521 W 60th St,"Armatage, Minneapolis",44.894086,-93.312273,"Wagner Greenhouses, Inc.",44.892826853827515,-93.30937833541726,Flower Shop
35,2521 W 60th St,"Armatage, Minneapolis",44.894086,-93.312273,Super USA,44.8946084277481,-93.30857700405524,Convenience Store
36,2521 W 60th St,"Armatage, Minneapolis",44.894086,-93.312273,UPS Access Point location,44.894609,-93.308171,Shipping Store
37,2521 W 60th St,"Armatage, Minneapolis",44.894086,-93.312273,Minnehaha Creek,44.89772177407137,-93.31142455324711,Trail
38,5904 Upton Ave S,"Armatage, Minneapolis",44.895926,-93.31537800000001,Washburn Avenue Totlot,44.89749831071437,-93.31734811540632,Playground
39,5904 Upton Ave S,"Armatage, Minneapolis",44.895926,-93.31537800000001,Kbla's Wine Bar,44.89449366407857,-93.31315253381668,Wine Bar
40,5904 Upton Ave S,"Armatage, Minneapolis",44.895926,-93.31537800000001,The BBQ Patio,44.89448483887574,-93.31315162087036,Steakhouse
41,5904 Upton Ave S,"Armatage, Minneapolis",44.895926,-93.31537800000001,Heath Rancho del Norte,44.898182,-93.31716800000001,Hotel
42,5904 Upton Ave S,"Armatage, Minneapolis",44.895926,-93.31537800000001,"Bus Stop for Metro Transit Bus 6C, E, & K.",44.8938874079642,-93.31876422640467,Bus Station
43,5904 Upton Ave S,"Armatage, Minneapolis",44.895926,-93.31537800000001,Metro Transit Bus Stop #3790,44.89778137207031,-93.31919860839844,Bus Station
44,5904 Upton Ave S,"Armatage, Minneapolis",44.895926,-93.31537800000001,Minnehaha Creek,44.89772177407137,-93.31142455324711,Trail
45,5904 Upton Ave S,"Armatage, Minneapolis",44.895926,-93.31537800000001,Smokin Spot,44.89230960523277,-93.31467335043752,Park
46,5929 Washburn Ave S,"Armatage, Minneapolis",44.895278999999995,-93.317194,"Bus Stop for Metro Transit Bus 6C, E, & K.",44.8938874079642,-93.31876422640467,Bus Station
47,5929 Washburn Ave S,"Armatage, Minneapolis",44.895278999999995,-93.317194,Washburn Avenue Totlot,44.89749831071437,-93.31734811540632,Playground
48,5929 Washburn Ave S,"Armatage, Minneapolis",44.895278999999995,-93.317194,Metro Transit Bus Stop #3790,44.89778137207031,-93.31919860839844,Bus Station
49,5929 Washburn Ave S,"Armatage, Minneapolis",44.895278999999995,-93.317194,Heath Rancho del Norte,44.898182,-93.31716800000001,Hotel
50,5929 Washburn Ave S,"Armatage, Minneapolis",44.895278999999995,-93.317194,Kbla's Wine Bar,44.89449366407857,-93.31315253381668,Wine Bar
51,5929 Washburn Ave S,"Armatage, Minneapolis",44.895278999999995,-93.317194,The BBQ Patio,44.89448483887574,-93.31315162087036,Steakhouse
52,5929 Washburn Ave S,"Armatage, Minneapolis",44.895278999999995,-93.317194,Smokin Spot,44.89230960523277,-93.31467335043752,Park
53,5929 Washburn Ave S,"Armatage, Minneapolis",44.895278999999995,-93.317194,EnemyPlanesHanger,44.891641,-93.319243,Music Venue
54,5853 Xerxes Ave S,"Armatage, Minneapolis",44.89643,-93.318464,Washburn Avenue Totlot,44.89749831071437,-93.31734811540632,Playground
55,5853 Xerxes Ave S,"Armatage, Minneapolis",44.89643,-93.318464,Metro Transit Bus Stop #3790,44.89778137207031,-93.31919860839844,Bus Station
56,5853 Xerxes Ave S,"Armatage, Minneapolis",44.89643,-93.318464,Heath Rancho del Norte,44.898182,-93.31716800000001,Hotel
57,5853 Xerxes Ave S,"Armatage, Minneapolis",44.89643,-93.318464,"Bus Stop for Metro Transit Bus 6C, E, & K.",44.8938874079642,-93.31876422640467,Bus Station
58,5853 Xerxes Ave S,"Armatage, Minneapolis",44.89643,-93.318464,The BBQ Patio,44.89448483887574,-93.31315162087036,Steakhouse
59,5853 Xerxes Ave S,"Armatage, Minneapolis",44.89643,-93.318464,Kbla's Wine Bar,44.89449366407857,-93.31315253381668,Wine Bar
60,6020 Thomas Ave S,"Armatage, Minneapolis",44.893696999999996,-93.31410799999999,"Wagner Greenhouses, Inc.",44.892826853827515,-93.30937833541726,Flower Shop
61,6020 Thomas Ave S,"Armatage, Minneapolis",44.893696999999996,-93.31410799999999,Domino's Pizza,44.89477011351147,-93.30820843577385,Pizza Place
62,6020 Thomas Ave S,"Armatage, Minneapolis",44.893696999999996,-93.31410799999999,"Bus Stop for Metro Transit Bus 6C, E, & K.",44.8938874079642,-93.31876422640467,Bus Station
63,6020 Thomas Ave S,"Armatage, Minneapolis",44.893696999999996,-93.31410799999999,Super USA,44.8946084277481,-93.30857700405524,Convenience Store
64,6020 Thomas Ave S,"Armatage, Minneapolis",44.893696999999996,-93.31410799999999,UPS Access Point location,44.894609,-93.308171,Shipping Store
65,6020 Thomas Ave S,"Armatage, Minneapolis",44.893696999999996,-93.31410799999999,MN 62 and Xerxes Ave,44.89077067041971,-93.3187789777757,Intersection
66,6020 Thomas Ave S,"Armatage, Minneapolis",44.893696999999996,-93.31410799999999,Minnehaha Creek,44.89772177407137,-93.31142455324711,Trail
67,5904 Russell Ave S,"Armatage, Minneapolis",44.8959,-93.31156899999999,Armatage Park,44.89945914573085,-93.31088271059494,Park
68,5904 Russell Ave S,"Armatage, Minneapolis",44.8959,-93.31156899999999,Domino's Pizza,44.89477011351147,-93.30820843577385,Pizza Place
69,5904 Russell Ave S,"Armatage, Minneapolis",44.8959,-93.31156899999999,"Wagner Greenhouses, Inc.",44.892826853827515,-93.30937833541726,Flower Shop
70,5904 Russell Ave S,"Armatage, Minneapolis",44.8959,-93.31156899999999,Minnehaha Creek,44.89772177407137,-93.31142455324711,Trail
71,5904 Russell Ave S,"Armatage, Minneapolis",44.8959,-93.31156899999999,Super USA,44.8946084277481,-93.30857700405524,Convenience Store
72,5904 Russell Ave S,"Armatage, Minneapolis",44.8959,-93.31156899999999,UPS Access Point location,44.894609,-93.308171,Shipping Store
73,5904 Russell Ave S,"Armatage, Minneapolis",44.8959,-93.31156899999999,Armatage Soccer Fields,44.899572,-93.309832,Soccer Field
74,5904 Russell Ave S,"Armatage, Minneapolis",44.8959,-93.31156899999999,Armatage Skate Park,44.899742126464844,-93.3105697631836,Skate Park
75,6112 Sheridan Ave S,"Armatage, Minneapolis",44.892035,-93.312837,Lunds & Byerlys,44.889663260629874,-93.30931109039197,Supermarket
76,6112 Sheridan Ave S,"Armatage, Minneapolis",44.892035,-93.312837,ALDI,44.88876471120177,-93.30940446476234,Grocery Store
77,6112 Sheridan Ave S,"Armatage, Minneapolis",44.892035,-93.312837,Caribou Coffee,44.889444869486276,-93.30922901630402,Coffee Shop
78,6112 Sheridan Ave S,"Armatage, Minneapolis",44.892035,-93.312837,Redbox,44.88956832885742,-93.30935668945312,Video Store
79,6112 Sheridan Ave S,"Armatage, Minneapolis",44.892035,-93.312837,"Wagner Greenhouses, Inc.",44.892826853827515,-93.30937833541726,Flower Shop
80,6112 Sheridan Ave S,"Armatage, Minneapolis",44.892035,-93.312837,Domino's Pizza,44.89477011351147,-93.30820843577385,Pizza Place
81,6112 Sheridan Ave S,"Armatage, Minneapolis",44.892035,-93.312837,Super USA,44.8946084277481,-93.30857700405524,Convenience Store
82,6112 Sheridan Ave S,"Armatage, Minneapolis",44.892035,-93.312837,Posters on Board,44.88944486948624,-93.30842971801758,Arts & Crafts Store
83,6112 Sheridan Ave S,"Armatage, Minneapolis",44.892035,-93.312837,UPS Access Point location,44.894609,-93.308171,Shipping Store
84,6112 Sheridan Ave S,"Armatage, Minneapolis",44.892035,-93.312837,MN 62 and Xerxes Ave,44.89077067041971,-93.3187789777757,Intersection
85,5729 Morgan Ave S,"Armatage, Minneapolis",44.898813,-93.30449499999999,Armatage Soccer Fields,44.899572,-93.309832,Soccer Field
86,5729 Morgan Ave S,"Armatage, Minneapolis",44.898813,-93.30449499999999,Twin Cities Gutter Care,44.89628,-93.300198,Construction & Landscaping
87,5729 Morgan Ave S,"Armatage, Minneapolis",44.898813,-93.30449499999999,Armatage Skate Park,44.899742126464844,-93.3105697631836,Skate Park
88,5925 Washburn Ave S,"Armatage, Minneapolis",44.895389,-93.317194,"Bus Stop for Metro Transit Bus 6C, E, & K.",44.8938874079642,-93.31876422640467,Bus Station
89,5925 Washburn Ave S,"Armatage, Minneapolis",44.895389,-93.317194,Washburn Avenue Totlot,44.89749831071437,-93.31734811540632,Playground
90,5925 Washburn Ave S,"Armatage, Minneapolis",44.895389,-93.317194,Metro Transit Bus Stop #3790,44.89778137207031,-93.31919860839844,Bus Station
91,5925 Washburn Ave S,"Armatage, Minneapolis",44.895389,-93.317194,Heath Rancho del Norte,44.898182,-93.31716800000001,Hotel
92,5925 Washburn Ave S,"Armatage, Minneapolis",44.895389,-93.317194,The BBQ Patio,44.89448483887574,-93.31315162087036,Steakhouse
93,5925 Washburn Ave S,"Armatage, Minneapolis",44.895389,-93.317194,Kbla's Wine Bar,44.89449366407857,-93.31315253381668,Wine Bar
94,5925 Washburn Ave S,"Armatage, Minneapolis",44.895389,-93.317194,Smokin Spot,44.89230960523277,-93.31467335043752,Park
95,5925 Washburn Ave S,"Armatage, Minneapolis",44.895389,-93.317194,EnemyPlanesHanger,44.891641,-93.319243,Music Venue
96,5908 Morgan Ave S,"Armatage, Minneapolis",44.895686,-93.30508499999999,Domino's Pizza,44.89477011351147,-93.30820843577385,Pizza Place
97,5908 Morgan Ave S,"Armatage, Minneapolis",44.895686,-93.30508499999999,"Wagner Greenhouses, Inc.",44.892826853827515,-93.30937833541726,Flower Shop
98,5908 Morgan Ave S,"Armatage, Minneapolis",44.895686,-93.30508499999999,Super USA,44.8946084277481,-93.30857700405524,Convenience Store
99,5908 Morgan Ave S,"Armatage, Minneapolis",44.895686,-93.30508499999999,Chuckwagon Grill,44.899044,-93.30523000000001,Food
100,5926 Penn Ave S,"Armatage, Minneapolis",44.895206,-93.30904,Armatage Park,44.89945914573085,-93.31088271059494,Park
101,5926 Penn Ave S,"Armatage, Minneapolis",44.895206,-93.30904,Domino's Pizza,44.89477011351147,-93.30820843577385,Pizza Place
102,5926 Penn Ave S,"Armatage, Minneapolis",44.895206,-93.30904,"Wagner Greenhouses, Inc.",44.892826853827515,-93.30937833541726,Flower Shop
103,5926 Penn Ave S,"Armatage, Minneapolis",44.895206,-93.30904,UPS Access Point location,44.894609,-93.308171,Shipping Store
104,5926 Penn Ave S,"Armatage, Minneapolis",44.895206,-93.30904,Super USA,44.8946084277481,-93.30857700405524,Convenience Store
105,5926 Penn Ave S,"Armatage, Minneapolis",44.895206,-93.30904,Minnehaha Creek,44.89772177407137,-93.31142455324711,Trail
106,5926 Penn Ave S,"Armatage, Minneapolis",44.895206,-93.30904,Armatage Soccer Fields,44.899572,-93.309832,Soccer Field
107,5615 Penn Ave S,"Armatage, Minneapolis",44.901059000000004,-93.308242,Red Wagon Pizza Company,44.90461964315404,-93.30875120946088,Pizza Place
108,5615 Penn Ave S,"Armatage, Minneapolis",44.901059000000004,-93.308242,Colita,44.904919960801095,-93.30902113913874,Mexican Restaurant
109,5615 Penn Ave S,"Armatage, Minneapolis",44.901059000000004,-93.308242,Armatage Park,44.89945914573085,-93.31088271059494,Park
110,5615 Penn Ave S,"Armatage, Minneapolis",44.901059000000004,-93.308242,Book Club,44.90460361332652,-93.30848162328678,Restaurant
111,5615 Penn Ave S,"Armatage, Minneapolis",44.901059000000004,-93.308242,Snap Fitness,44.904665808366495,-93.308502530493,Gym
112,5615 Penn Ave S,"Armatage, Minneapolis",44.901059000000004,-93.308242,Kwan's Chinese Cuisine,44.90467766981271,-93.30871259580493,Chinese Restaurant
113,5615 Penn Ave S,"Armatage, Minneapolis",44.901059000000004,-93.308242,Armatage Skate Park,44.899742126464844,-93.3105697631836,Skate Park
114,5615 Penn Ave S,"Armatage, Minneapolis",44.901059000000004,-93.308242,Dreadlocks For Dingoes,44.904705766858,-93.30856919288635,Pet Store
115,5615 Penn Ave S,"Armatage, Minneapolis",44.901059000000004,-93.308242,Minnehaha Creek,44.89772177407137,-93.31142455324711,Trail
116,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Eastside Food Co-op,45.014522705881475,-93.24689702622749,Organic Grocery
117,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Holy Land - Northeast,45.01364617480907,-93.24719378643447,Middle Eastern Restaurant
118,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Fair State Brewing Cooperative,45.013547085588115,-93.24767663403402,Brewery
119,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,El Taco Riendo,45.01276170400099,-93.2474095988009,Mexican Restaurant
120,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Central Avenue Liquors,45.01446306113966,-93.24764329123003,Liquor Store
121,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Aki's Bread Haus,45.01357069679567,-93.24751799746517,Bakery
122,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Sen Yai Sen Lek,45.01296118812239,-93.24755151071518,Thai Restaurant
123,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Costa Blanca Bistro,45.01278606602034,-93.24749454245459,Tapas Restaurant
124,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Karta Thai,45.01261839036057,-93.24725746884417,Thai Restaurant
125,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Crescent Moon Bakery,45.012057346611236,-93.24736602318063,Pizza Place
126,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Durango Bakery,45.01283675658217,-93.24743117260316,Bakery
127,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Redbox,45.015747,-93.247366,Video Store
128,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Wells Fargo,45.0117678,-93.2471186,Bank
129,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Walgreens,45.0152912,-93.2476958,Pharmacy
130,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,U.S. Bank ATM,45.0117620590769,-93.24802694127504,ATM
131,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Adelita's Mexican Restaurant,45.01239585779145,-93.24722998184029,Mexican Restaurant
132,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Al-Amir Restaurant and Bakery,45.01483175486762,-93.2475757598877,Bakery
133,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Khao Hom Thai,45.012620839584024,-93.24708491563797,Thai Restaurant
134,1106 26th Ave NE,"Audubon Park, Minneapolis",45.014759000000005,-93.243323,Salvation Army,45.01762008666992,-93.24681091308594,Thrift / Vintage Store
135,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Hazel's Northeast,45.0203147123783,-93.23709937480966,American Restaurant
136,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,The Coffee Shop NE,45.02018384077054,-93.23718656876262,Coffee Shop
137,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Sarah Jane's Bakery,45.02023117579033,-93.23713220001255,Bakery
138,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Audubon Park,45.02009524971571,-93.23989885744642,Park
139,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Parkway Pizza NE,45.02019336491277,-93.23704337941543,Pizza Place
140,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,"Grand Casino Hinckley,MN",45.019098695300684,-93.23874028704473,Hotel Bar
141,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Rewind,45.01968487752287,-93.23699896665704,Thrift / Vintage Store
142,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Jimmy's Smart Stop,45.01659093952955,-93.23685381082821,Convenience Store
143,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Audubon Farmers Market,45.016761601882074,-93.23684288453607,Restaurant
144,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Easy Way foods,45.019334,-93.23762099999999,Convenience Store
145,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Hollywood Theater,45.019083,-93.236746,Movie Theater
146,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Jung's Chow Mein,45.019391,-93.236789,Chinese Restaurant
147,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Bare Salon,45.019498999999996,-93.236862,Cosmetics Shop
148,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Johnstock,45.01968305218643,-93.23709292812744,Flea Market
149,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Knit And Bolt,45.01961135864258,-93.23674011230469,Arts & Crafts Store
150,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Bare waxing,45.02003186224542,-93.23816744843188,Cosmetics Shop
151,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Fairview Pharmacy Northeast,45.020043,-93.236733,Pharmacy
152,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,Fairview pharmacy NE,45.020159350404946,-93.23710586528064,Pharmacy
153,2723 Lincoln St NE,"Audubon Park, Minneapolis",45.017661,-93.238034,A Bag Lady,45.020308,-93.237339,Jewelry Store
154,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Hazel's Northeast,45.0203147123783,-93.23709937480966,American Restaurant
155,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,The Coffee Shop NE,45.02018384077054,-93.23718656876262,Coffee Shop
156,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Audubon Park,45.02009524971571,-93.23989885744642,Park
157,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Sarah Jane's Bakery,45.02023117579033,-93.23713220001255,Bakery
158,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Parkway Pizza NE,45.02019336491277,-93.23704337941543,Pizza Place
159,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,"Grand Casino Hinckley,MN",45.019098695300684,-93.23874028704473,Hotel Bar
160,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Rewind,45.01968487752287,-93.23699896665704,Thrift / Vintage Store
161,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Deming Heights Park,45.02448104202494,-93.24263397121771,Park
162,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Bare waxing,45.02003186224542,-93.23816744843188,Cosmetics Shop
163,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Fairview Pharmacy Northeast,45.020043,-93.236733,Pharmacy
164,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Johnstock,45.01968305218643,-93.23709292812744,Flea Market
165,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Easy Way foods,45.019334,-93.23762099999999,Convenience Store
166,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Rewind Vintage - Northeast,45.019631,-93.236866,Clothing Store
167,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Bare Salon,45.019498999999996,-93.236862,Cosmetics Shop
168,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Jung's Chow Mein,45.019391,-93.236789,Chinese Restaurant
169,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Hollywood Theater,45.019083,-93.236746,Movie Theater
170,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Palooza boutique,45.018597,-93.237445,Department Store
171,2922 Lincoln St NE,"Audubon Park, Minneapolis",45.021127,-93.238749,Shannon Aleczander Salon and Spa,45.02421,-93.237415,Salon / Barbershop
172,2504 Garfield St NE,"Audubon Park, Minneapolis",45.013427,-93.23339200000001,Mother Earth Gardens Northeast,45.01315661321824,-93.22715797138137,Garden Center
173,2504 Garfield St NE,"Audubon Park, Minneapolis",45.013427,-93.23339200000001,Windom Park,45.01147699271594,-93.23726035683897,Park
174,2504 Garfield St NE,"Audubon Park, Minneapolis",45.013427,-93.23339200000001,Que Viet Village House,45.01002365957301,-93.23701074086064,Vietnamese Restaurant
175,2504 Garfield St NE,"Audubon Park, Minneapolis",45.013427,-93.23339200000001,Jimmy's Smart Stop,45.01659093952955,-93.23685381082821,Convenience Store
176,2504 Garfield St NE,"Audubon Park, Minneapolis",45.013427,-93.23339200000001,Windom Park Rec Building,45.01139898480605,-93.23450490115324,Park
177,2504 Garfield St NE,"Audubon Park, Minneapolis",45.013427,-93.23339200000001,Audubon Farmers Market,45.016761601882074,-93.23684288453607,Restaurant
178,2559 Cleveland St NE,"Audubon Park, Minneapolis",45.014875,-93.230345,Mother Earth Gardens Northeast,45.01315661321824,-93.22715797138137,Garden Center
179,2559 Cleveland St NE,"Audubon Park, Minneapolis",45.014875,-93.230345,Catrinas,45.01374878196114,-93.22451308267897,Mexican Restaurant
180,2559 Cleveland St NE,"Audubon Park, Minneapolis",45.014875,-93.230345,Bremer Bank,45.013878649938604,-93.22607591286277,Bank
181,2559 Cleveland St NE,"Audubon Park, Minneapolis",45.014875,-93.230345,4angels Creations,45.016490999999995,-93.226324,Arts & Crafts Store
182,2634 Benjamin St NE,"Audubon Park, Minneapolis",45.016031,-93.229805,Mother Earth Gardens Northeast,45.01315661321824,-93.22715797138137,Garden Center
183,2634 Benjamin St NE,"Audubon Park, Minneapolis",45.016031,-93.229805,Catrinas,45.01374878196114,-93.22451308267897,Mexican Restaurant
184,2634 Benjamin St NE,"Audubon Park, Minneapolis",45.016031,-93.229805,4angels Creations,45.016490999999995,-93.226324,Arts & Crafts Store
185,2634 Benjamin St NE,"Audubon Park, Minneapolis",45.016031,-93.229805,Bremer Bank,45.013878649938604,-93.22607591286277,Bank
186,2634 Benjamin St NE,"Audubon Park, Minneapolis",45.016031,-93.229805,Zip In - Capella Tower,45.02019705960385,-93.23021042097713,Snack Place
187,3024 Buchanan St NE,"Audubon Park, Minneapolis",45.022915000000005,-93.240049,Deming Heights Park,45.02448104202494,-93.24263397121771,Park
188,3024 Buchanan St NE,"Audubon Park, Minneapolis",45.022915000000005,-93.240049,Hazel's Northeast,45.0203147123783,-93.23709937480966,American Restaurant
189,3024 Buchanan St NE,"Audubon Park, Minneapolis",45.022915000000005,-93.240049,Audubon Park,45.02009524971571,-93.23989885744642,Park
